year,country,Crecimiento PIB anual (%),Exportaciones (% PIB),Gasto en educación (% PIB),Gasto en salud (% PIB),Gasto público (% PIB),Inflación anual (%),PIB per cápita (PPA),Población Total,Pobreza ($6.85/día),Pobreza Extrema ($2.15/día),Pobreza Línea Nacional,Pobreza Moderada ($3.65/día),Pobreza Multidimensional,Privación Agua Potable,Privación Educación - Logro,Privación Educación - Matrícula,Privación Electricidad,Privación Pobreza Monetaria,Privación Saneamiento,Tasa Desempleo
1982,VEN,-2.07100607069904,25.0503659859648,5.00895023345947,,,,,16121874.0,,,,,,,,,,,,
1983,ARG,4.34909327926756,9.15152068682072,1.61749994754791,,,,,29391332.0,,,,,,,,,,,,
1983,BOL,-4.04212140271022,28.3167867521197,,,,275.586283560362,,6149060.0,,,,,,,,,,,,
1983,BRA,-2.92999999999996,12.2437555659291,,,,135.027682230473,,129790077.0,72.1,30.58,,50.92,,,,,,,,
1983,CHL,-4.9352297090374,23.1190708543507,,,28.6911024663033,27.2571946726204,,12026138.0,,,,,,,,,,,,
1983,COL,1.57395603843689,10.4595176968158,,,,19.5973170624765,,27988173.0,,,,,,,,,,,,
1983,ECU,-0.336868770002951,15.5596149638646,,,,48.4182220804492,,8840417.0,,,,,,,,,,,,
1983,PER,-10.408085798297,21.7352180455136,,,18.3050183246499,111.150635209157,,18705957.0,,,,,,,,,,,,
1983,PRY,-3.0426178847186,9.25558053041867,,,,13.4337555631631,,3318068.0,,,,,,,,,,,,
1983,URY,-10.274399195032,25.6888736851108,,,24.6392428518487,49.1973796505637,,2988778.0,,,,,,,,,,,,
1983,VEN,-3.76481712341422,22.6855128540545,6.0598201751709,,,,,16562205.0,,,,,,,,,,,,
1984,ARG,1.57073870182023,7.5898953117888,2.56972002983093,,,,,29863093.0,,,,,,,,,,,,
1984,BOL,-0.200665696939353,23.6548634386039,,,,1281.34994174486,,6281868.0,,,,,,,,,,,,
1984,BRA,5.39999999999988,15.0354125354877,,,,192.121733132051,,132658864.0,72.2,29.9,,50.1,,,,,,,,
1984,CHL,3.98371018713553,22.4552872653066,,,29.2660041188668,19.8602056602626,,12207733.0,,,,,,,,,,,,
1984,COL,3.35068373940706,11.8847923447279,3.00429010391235,,,16.1616171361426,,28642690.0,,,,,,,,,,,,
1984,ECU,2.62527326806389,17.3764203987504,4.20342016220093,,,31.2195815120372,,9074782.0,,,,,,,,,,,,
1984,PER,3.60828653816966,21.8165055057893,,,17.4194438867964,110.208519562543,,19174716.0,,,,,,,,,,,,
1984,PRY,2.81659944601458,18.3737201290961,,,,20.3114625460255,,3412936.0,,,,,,,,,,,,
